customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST060818,34,1,37.269999999999996,5,3,1,9,Potential Loyalists
CUST060819,129,2,167.31,4,4,3,11,Loyal Customers
CUST060820,570,2,85.03999999999999,1,4,2,7,Potential Loyalists
CUST060821,179,1,61.760000000000005,4,3,1,8,Potential Loyalists
CUST060823,496,1,62.15,1,3,1,5,At Risk
CUST060824,17,3,297.27,5,5,5,15,Champions
CUST060829,470,1,49.38,1,3,1,5,At Risk
CUST060831,288,1,32.93,3,3,1,7,Potential Loyalists
CUST060832,193,5,460.83,3,5,5,13,Champions
CUST060833,164,4,342.79999999999995,4,5,5,14,Champions
CUST060834,166,1,181.23,4,3,4,11,Loyal Customers
CUST060835,78,3,340.0,5,5,5,15,Champions
CUST060836,50,1,40.05,5,3,1,9,Potential Loyalists
CUST060837,430,1,146.1,2,3,3,8,Potential Loyalists
CUST060838,227,1,232.41,3,3,4,10,Loyal Customers
CUST060840,490,2,154.67000000000002,1,4,3,8,Potential Loyalists
CUST060841,60,3,452.47,5,5,5,15,Champions
CUST060843,7,3,226.64999999999998,5,5,4,14,Champions
CUST060844,186,3,342.38,3,5,5,13,Champions
CUST060845,115,1,114.56,4,3,3,10,Loyal Customers
CUST060846,282,1,87.96000000000001,3,3,2,8,Potential Loyalists
CUST060848,276,3,188.8,3,5,4,12,Loyal Customers
CUST060849,402,1,55.08,2,3,1,6,At Risk
CUST060850,525,1,48.39,1,3,1,5,At Risk
CUST060851,184,2,153.11,3,4,3,10,Loyal Customers
CUST060853,273,2,166.07999999999998,3,4,3,10,Loyal Customers
CUST060854,454,2,444.0,2,4,5,11,Loyal Customers
CUST060855,38,3,174.43,5,5,4,14,Champions
CUST060857,162,3,218.3,4,5,4,13,Champions
CUST060859,582,1,128.02,1,3,3,7,Potential Loyalists
CUST060861,575,1,97.64,1,3,2,6,At Risk
CUST060863,201,1,110.06,3,3,2,8,Potential Loyalists
CUST060865,84,2,170.04000000000002,5,4,3,12,Loyal Customers
CUST060866,371,2,122.8,2,4,3,9,Potential Loyalists
CUST060867,248,1,50.61,3,3,1,7,Potential Loyalists
CUST060871,189,1,193.22,3,3,4,10,Loyal Customers
CUST060872,359,1,97.86,2,3,2,7,Potential Loyalists
CUST060873,388,4,286.8,2,5,5,12,Loyal Customers
CUST060874,140,3,303.94,4,5,5,14,Champions
CUST060875,150,2,167.23,4,4,3,11,Loyal Customers
CUST060876,21,1,171.45,5,3,4,12,Loyal Customers
CUST060877,52,3,346.14000000000004,5,5,5,15,Champions
CUST060878,224,2,446.44,3,4,5,12,Loyal Customers
CUST060883,578,1,164.20000000000002,1,3,3,7,Potential Loyalists
CUST060884,237,1,52.89,3,3,1,7,Potential Loyalists
CUST060886,605,1,29.95,1,3,1,5,At Risk
CUST060887,168,2,93.00999999999999,4,4,2,10,Loyal Customers
CUST060888,79,1,78.02,5,3,2,10,Loyal Customers
CUST060890,697,1,74.18,1,3,2,6,At Risk
CUST060891,540,1,78.49,1,3,2,6,At Risk
CUST060892,198,2,215.79,3,4,4,11,Loyal Customers
CUST060893,236,2,211.18,3,4,4,11,Loyal Customers
CUST060894,44,2,395.45,5,4,5,14,Champions
CUST060895,241,2,129.45999999999998,3,4,3,10,Loyal Customers
CUST060896,48,1,70.21,5,3,2,10,Loyal Customers
CUST060899,447,1,79.52000000000001,2,3,2,7,Potential Loyalists
CUST060900,214,1,71.56,3,3,2,8,Potential Loyalists
CUST060901,49,2,281.19,5,4,5,14,Champions
CUST060908,175,1,103.21000000000001,4,3,2,9,Potential Loyalists
CUST060909,439,1,198.63,2,3,4,9,Potential Loyalists
CUST060910,559,1,337.59999999999997,1,3,5,9,Potential Loyalists
CUST060911,453,1,92.76,2,3,2,7,Potential Loyalists
CUST060913,91,3,268.1,4,5,5,14,Champions
CUST060914,239,3,246.42,3,5,4,12,Loyal Customers
CUST060915,191,2,200.29999999999998,3,4,4,11,Loyal Customers
CUST060916,260,3,535.0,3,5,5,13,Champions
CUST060917,261,1,180.23000000000002,3,3,4,10,Loyal Customers
CUST060918,229,2,276.65000000000003,3,4,5,12,Loyal Customers
CUST060919,360,2,131.74,2,4,3,9,Potential Loyalists
CUST060920,337,3,375.94000000000005,2,5,5,12,Loyal Customers
CUST060921,17,1,89.22999999999999,5,3,2,10,Loyal Customers
CUST060922,450,2,116.84,2,4,3,9,Potential Loyalists
CUST060924,418,2,105.53999999999999,2,4,2,8,Potential Loyalists
CUST060925,375,1,76.62,2,3,2,7,Potential Loyalists
CUST060926,180,4,563.46,4,5,5,14,Champions
CUST060928,398,2,452.98999999999995,2,4,5,11,Loyal Customers
CUST060929,161,2,84.50999999999999,4,4,2,10,Loyal Customers
CUST060930,98,4,499.16,4,5,5,14,Champions
CUST060931,673,1,187.07,1,3,4,8,Potential Loyalists
CUST060932,219,1,396.67,3,3,5,11,Loyal Customers
CUST060933,204,1,47.49,3,3,1,7,Potential Loyalists
CUST060934,494,1,42.4,1,3,1,5,At Risk
CUST060935,674,1,114.7,1,3,3,7,Potential Loyalists
CUST060937,34,2,195.12,5,4,4,13,Champions
CUST060938,549,1,410.28000000000003,1,3,5,9,Potential Loyalists
CUST060940,2,4,309.53999999999996,5,5,5,15,Champions
CUST060941,580,1,126.54,1,3,3,7,Potential Loyalists
CUST060942,46,2,142.05,5,4,3,12,Loyal Customers
CUST060943,17,3,240.74,5,5,4,14,Champions
CUST060945,284,2,225.93,3,4,4,11,Loyal Customers
CUST060946,349,2,278.93,2,4,5,11,Loyal Customers
CUST060947,263,1,105.73,3,3,2,8,Potential Loyalists
CUST060948,236,2,180.55,3,4,4,11,Loyal Customers
CUST060949,78,3,332.89,5,5,5,15,Champions
CUST060950,265,1,126.50999999999999,3,3,3,9,Potential Loyalists
CUST060952,297,2,135.72,3,4,3,10,Loyal Customers
CUST060953,232,1,58.8,3,3,1,7,Potential Loyalists
CUST060955,335,3,205.01999999999998,2,5,4,11,Loyal Customers
CUST060956,68,2,148.37,5,4,3,12,Loyal Customers
CUST060957,678,1,70.47999999999999,1,3,2,6,At Risk
CUST060960,350,1,25.880000000000003,2,3,1,6,At Risk
CUST060962,375,3,459.42999999999995,2,5,5,12,Loyal Customers
CUST060963,688,1,69.02,1,3,1,5,At Risk
CUST060964,594,1,66.69,1,3,1,5,At Risk
CUST060965,380,1,109.43,2,3,2,7,Potential Loyalists
CUST060967,14,3,361.25,5,5,5,15,Champions
CUST060970,272,1,116.68,3,3,3,9,Potential Loyalists
CUST060971,442,1,279.84,2,3,5,10,Loyal Customers
CUST060972,458,2,258.03,2,4,4,10,Loyal Customers
CUST060973,666,1,84.17,1,3,2,6,At Risk
CUST060974,80,2,170.95,5,4,4,13,Champions
CUST060976,382,1,138.83,2,3,3,8,Potential Loyalists
CUST060977,57,6,552.77,5,5,5,15,Champions
CUST060978,127,2,552.14,4,4,5,13,Champions
CUST060981,410,1,84.41999999999999,2,3,2,7,Potential Loyalists
CUST060982,350,2,223.17000000000002,2,4,4,10,Loyal Customers
CUST060983,193,1,47.46,3,3,1,7,Potential Loyalists
CUST060985,473,2,189.2,1,4,4,9,Potential Loyalists
CUST060988,69,2,524.23,5,4,5,14,Champions
CUST060989,33,2,154.10999999999999,5,4,3,12,Loyal Customers
CUST060990,270,2,189.5,3,4,4,11,Loyal Customers
CUST060991,131,1,245.3,4,3,4,11,Loyal Customers
CUST060992,88,2,274.53999999999996,4,4,5,13,Champions
CUST060993,182,3,222.91,4,5,4,13,Champions
CUST060994,418,1,28.880000000000003,2,3,1,6,At Risk
CUST060995,289,1,73.99,3,3,2,8,Potential Loyalists
CUST060996,221,2,157.07,3,4,3,10,Loyal Customers
CUST060997,363,1,34.11,2,3,1,6,At Risk
CUST060998,483,1,155.96,1,3,3,7,Potential Loyalists
CUST060999,184,2,110.35,3,4,2,9,Potential Loyalists
CUST061000,219,1,236.95000000000002,3,3,4,10,Loyal Customers
CUST061001,203,4,195.19,3,5,4,12,Loyal Customers
CUST061002,111,1,44.849999999999994,4,3,1,8,Potential Loyalists
CUST061003,102,1,51.15,4,3,1,8,Potential Loyalists
CUST061005,588,1,61.620000000000005,1,3,1,5,At Risk
CUST061006,266,2,159.26,3,4,3,10,Loyal Customers
CUST061007,83,3,736.29,5,5,5,15,Champions
CUST061009,129,3,212.98000000000002,4,5,4,13,Champions
CUST061010,300,1,111.38,3,3,2,8,Potential Loyalists
CUST061011,127,2,171.19,4,4,4,12,Loyal Customers
CUST061012,489,1,42.78,1,3,1,5,At Risk
CUST061013,363,1,90.16,2,3,2,7,Potential Loyalists
CUST061016,166,1,79.04,4,3,2,9,Potential Loyalists
CUST061018,280,2,132.64999999999998,3,4,3,10,Loyal Customers
CUST061019,200,1,42.519999999999996,3,3,1,7,Potential Loyalists
CUST061020,214,2,203.19,3,4,4,11,Loyal Customers
CUST061021,70,2,231.43,5,4,4,13,Champions
CUST061023,112,1,61.69,4,3,1,8,Potential Loyalists
CUST061024,170,1,127.95,4,3,3,10,Loyal Customers
CUST061025,486,1,226.2,1,3,4,8,Potential Loyalists
CUST061026,212,1,60.6,3,3,1,7,Potential Loyalists
CUST061027,461,1,120.17,2,3,3,8,Potential Loyalists
CUST061028,463,1,20.32,2,3,1,6,At Risk
CUST061029,70,1,136.19,5,3,3,11,Loyal Customers
CUST061030,446,2,132.91,2,4,3,9,Potential Loyalists
CUST061031,126,2,131.75,4,4,3,11,Loyal Customers
CUST061032,168,4,349.3,4,5,5,14,Champions
CUST061033,431,1,63.24,2,3,1,6,At Risk
CUST061034,241,1,118.55,3,3,3,9,Potential Loyalists
CUST061035,198,3,195.45999999999998,3,5,4,12,Loyal Customers
CUST061036,233,2,148.98000000000002,3,4,3,10,Loyal Customers
CUST061037,56,2,232.1,5,4,4,13,Champions
CUST061038,327,1,57.67999999999999,2,3,1,6,At Risk
CUST061039,498,2,149.14,1,4,3,8,Potential Loyalists
CUST061040,609,1,117.65,1,3,3,7,Potential Loyalists
CUST061041,277,1,80.75,3,3,2,8,Potential Loyalists
CUST061044,19,1,374.63,5,3,5,13,Champions
CUST061045,458,2,111.05000000000001,2,4,2,8,Potential Loyalists
CUST061046,344,2,181.3,2,4,4,10,Loyal Customers
CUST061047,206,1,65.05,3,3,1,7,Potential Loyalists
CUST061048,172,1,126.67,4,3,3,10,Loyal Customers
CUST061049,456,3,366.28999999999996,2,5,5,12,Loyal Customers
CUST061050,620,1,157.47,1,3,3,7,Potential Loyalists
CUST061051,180,1,73.86,4,3,2,9,Potential Loyalists
CUST061053,14,3,343.19,5,5,5,15,Champions
CUST061055,420,2,133.72,2,4,3,9,Potential Loyalists
CUST061056,160,2,229.86,4,4,4,12,Loyal Customers
CUST061057,118,2,245.87,4,4,4,12,Loyal Customers
CUST061059,50,2,158.99,5,4,3,12,Loyal Customers
CUST061060,150,2,262.82,4,4,4,12,Loyal Customers
CUST061061,547,1,34.69,1,3,1,5,At Risk
CUST061062,56,1,24.2,5,3,1,9,Potential Loyalists
CUST061063,66,2,213.45,5,4,4,13,Champions
CUST061064,611,1,108.36,1,3,2,6,At Risk
CUST061065,448,1,44.19,2,3,1,6,At Risk
CUST061068,571,1,40.18,1,3,1,5,At Risk
CUST061071,62,2,131.87,5,4,3,12,Loyal Customers
CUST061072,52,3,221.55,5,5,4,14,Champions
CUST061074,262,1,185.87,3,3,4,10,Loyal Customers
CUST061076,428,1,55.78,2,3,1,6,At Risk
CUST061078,229,3,174.01999999999998,3,5,4,12,Loyal Customers
CUST061079,46,2,176.94,5,4,4,13,Champions
CUST061080,480,1,35.74,1,3,1,5,At Risk
CUST061081,538,1,181.5,1,3,4,8,Potential Loyalists
CUST061082,18,2,122.72,5,4,3,12,Loyal Customers
CUST061083,546,2,302.75,1,4,5,10,Loyal Customers
CUST061084,665,1,123.74,1,3,3,7,Potential Loyalists
CUST061085,133,2,102.01,4,4,2,10,Loyal Customers
CUST061086,26,3,229.28000000000003,5,5,4,14,Champions
CUST061087,699,1,100.97,1,3,2,6,At Risk
CUST061088,547,1,313.29999999999995,1,3,5,9,Potential Loyalists
CUST061089,188,2,384.78,3,4,5,12,Loyal Customers
CUST061090,282,2,67.71000000000001,3,4,1,8,Potential Loyalists
CUST061091,131,1,97.39,4,3,2,9,Potential Loyalists
CUST061093,86,3,469.78999999999996,4,5,5,14,Champions
CUST061096,3,5,371.03,5,5,5,15,Champions
CUST061097,283,2,247.76999999999998,3,4,4,11,Loyal Customers
CUST061099,211,2,172.56,3,4,4,11,Loyal Customers
CUST061100,64,1,121.86,5,3,3,11,Loyal Customers
CUST061102,30,3,399.35,5,5,5,15,Champions
CUST061104,141,3,310.33,4,5,5,14,Champions
CUST061105,394,1,80.17999999999999,2,3,2,7,Potential Loyalists
CUST061106,20,2,115.97999999999999,5,4,3,12,Loyal Customers
CUST061107,30,1,53.71,5,3,1,9,Potential Loyalists
CUST061108,464,2,110.58,2,4,2,8,Potential Loyalists
CUST061109,608,1,151.44,1,3,3,7,Potential Loyalists
CUST061110,158,3,252.70999999999998,4,5,4,13,Champions
CUST061111,255,1,38.94,3,3,1,7,Potential Loyalists
CUST061113,323,2,95.5,2,4,2,8,Potential Loyalists
CUST061114,674,1,55.910000000000004,1,3,1,5,At Risk
CUST061119,155,3,232.95,4,5,4,13,Champions
CUST061120,692,1,100.96000000000001,1,3,2,6,At Risk
CUST061122,115,2,215.23,4,4,4,12,Loyal Customers
CUST061124,108,2,180.76,4,4,4,12,Loyal Customers
CUST061125,96,2,163.37,4,4,3,11,Loyal Customers
CUST061126,117,1,40.21,4,3,1,8,Potential Loyalists
CUST061127,78,3,131.22,5,5,3,13,Champions
CUST061128,375,1,177.87,2,3,4,9,Potential Loyalists
CUST061129,122,2,89.4,4,4,2,10,Loyal Customers
CUST061130,481,1,249.29999999999998,1,3,4,8,Potential Loyalists
CUST061131,71,1,135.04,5,3,3,11,Loyal Customers
CUST061133,64,1,54.77,5,3,1,9,Potential Loyalists
CUST061134,270,5,434.04999999999995,3,5,5,13,Champions
CUST061135,698,1,59.58,1,3,1,5,At Risk
CUST061136,195,1,47.17,3,3,1,7,Potential Loyalists
CUST061140,264,3,315.55,3,5,5,13,Champions
CUST061142,643,1,62.61,1,3,1,5,At Risk
CUST061143,146,1,56.120000000000005,4,3,1,8,Potential Loyalists
CUST061144,142,2,177.57,4,4,4,12,Loyal Customers
CUST061145,118,2,152.62,4,4,3,11,Loyal Customers
CUST061146,540,1,84.06,1,3,2,6,At Risk
CUST061147,22,1,38.94,5,3,1,9,Potential Loyalists
CUST061148,104,1,79.85,4,3,2,9,Potential Loyalists
CUST061153,168,1,143.6,4,3,3,10,Loyal Customers
CUST061154,329,2,139.55,2,4,3,9,Potential Loyalists
CUST061155,100,3,321.24,4,5,5,14,Champions
CUST061156,552,1,74.48,1,3,2,6,At Risk
CUST061157,524,1,64.27000000000001,1,3,1,5,At Risk
CUST061158,348,2,142.99,2,4,3,9,Potential Loyalists
CUST061159,20,1,71.73,5,3,2,10,Loyal Customers
CUST061160,369,2,173.75,2,4,4,10,Loyal Customers
CUST061161,124,3,220.84,4,5,4,13,Champions
CUST061165,146,1,38.519999999999996,4,3,1,8,Potential Loyalists
CUST061167,59,1,122.58,5,3,3,11,Loyal Customers
CUST061168,294,3,262.59000000000003,3,5,4,12,Loyal Customers
CUST061170,438,1,90.53,2,3,2,7,Potential Loyalists
CUST061171,165,2,129.54000000000002,4,4,3,11,Loyal Customers
CUST061174,218,3,256.40999999999997,3,5,4,12,Loyal Customers
CUST061175,351,1,25.53,2,3,1,6,At Risk
CUST061176,316,1,51.2,2,3,1,6,At Risk
CUST061177,188,1,51.81,3,3,1,7,Potential Loyalists
CUST061178,397,1,107.85,2,3,2,7,Potential Loyalists
CUST061181,208,1,96.77,3,3,2,8,Potential Loyalists
CUST061182,6,3,205.31,5,5,4,14,Champions
CUST061184,239,1,73.95,3,3,2,8,Potential Loyalists
CUST061185,437,1,104.34,2,3,2,7,Potential Loyalists
CUST061186,227,3,472.76,3,5,5,13,Champions
CUST061187,542,1,100.92,1,3,2,6,At Risk
CUST061188,134,1,57.91,4,3,1,8,Potential Loyalists
CUST061189,187,1,140.79,3,3,3,9,Potential Loyalists
CUST061190,462,1,77.72999999999999,2,3,2,7,Potential Loyalists
CUST061192,658,1,66.76,1,3,1,5,At Risk
CUST061193,395,1,26.23,2,3,1,6,At Risk
CUST061194,426,1,164.98,2,3,3,8,Potential Loyalists
CUST061195,108,1,48.78,4,3,1,8,Potential Loyalists
CUST061196,194,5,355.08,3,5,5,13,Champions
CUST061198,98,1,61.35,4,3,1,8,Potential Loyalists
CUST061199,347,1,63.69,2,3,1,6,At Risk
CUST061200,192,1,77.46000000000001,3,3,2,8,Potential Loyalists
CUST061201,600,1,135.82999999999998,1,3,3,7,Potential Loyalists
CUST061202,680,1,127.53999999999999,1,3,3,7,Potential Loyalists
CUST061205,28,1,63.22,5,3,1,9,Potential Loyalists
CUST061206,101,1,41.82,4,3,1,8,Potential Loyalists
CUST061207,173,1,139.48000000000002,4,3,3,10,Loyal Customers
CUST061208,348,1,89.0,2,3,2,7,Potential Loyalists
CUST061210,96,3,314.53999999999996,4,5,5,14,Champions
CUST061211,72,2,243.98,5,4,4,13,Champions
CUST061212,689,1,89.50999999999999,1,3,2,6,At Risk
CUST061213,101,3,265.11,4,5,5,14,Champions
CUST061215,272,3,172.92,3,5,4,12,Loyal Customers
CUST061216,446,1,522.35,2,3,5,10,Loyal Customers
CUST061217,460,2,240.1,2,4,4,10,Loyal Customers
CUST061218,185,1,50.66,3,3,1,7,Potential Loyalists
CUST061222,243,1,69.28999999999999,3,3,2,8,Potential Loyalists
CUST061223,20,1,38.62,5,3,1,9,Potential Loyalists
CUST061224,473,1,13.93,1,3,1,5,At Risk
CUST061226,494,1,54.93,1,3,1,5,At Risk
CUST061229,139,2,385.15,4,4,5,13,Champions
CUST061232,233,1,93.72,3,3,2,8,Potential Loyalists
CUST061233,117,2,145.31,4,4,3,11,Loyal Customers
CUST061234,306,1,64.97999999999999,3,3,1,7,Potential Loyalists
CUST061236,341,1,127.79,2,3,3,8,Potential Loyalists
CUST061237,3,4,468.95,5,5,5,15,Champions
CUST061238,281,2,124.04,3,4,3,10,Loyal Customers
CUST061239,351,1,313.65,2,3,5,10,Loyal Customers
CUST061240,563,3,155.04,1,5,3,9,Potential Loyalists
CUST061241,398,1,56.410000000000004,2,3,1,6,At Risk
CUST061242,447,1,58.59,2,3,1,6,At Risk
CUST061243,456,1,49.53,2,3,1,6,At Risk
CUST061245,142,2,138.84,4,4,3,11,Loyal Customers
CUST061246,510,2,292.51,1,4,5,10,Loyal Customers
CUST061247,663,1,135.68,1,3,3,7,Potential Loyalists
CUST061248,138,3,330.58,4,5,5,14,Champions
CUST061249,260,1,88.35,3,3,2,8,Potential Loyalists
CUST061250,118,2,236.66,4,4,4,12,Loyal Customers
CUST061251,106,1,41.84,4,3,1,8,Potential Loyalists
CUST061255,78,2,250.18,5,4,4,13,Champions
CUST061256,157,2,353.89,4,4,5,13,Champions
CUST061258,401,1,58.71,2,3,1,6,At Risk
CUST061259,333,2,110.08,2,4,2,8,Potential Loyalists
CUST061260,648,1,82.28999999999999,1,3,2,6,At Risk
CUST061261,182,2,134.4,4,4,3,11,Loyal Customers
CUST061262,571,1,78.4,1,3,2,6,At Risk
CUST061263,137,3,282.32,4,5,5,14,Champions
CUST061264,460,4,318.69,2,5,5,12,Loyal Customers
CUST061265,268,3,385.96999999999997,3,5,5,13,Champions
CUST061267,238,2,84.4,3,4,2,9,Potential Loyalists
CUST061268,693,1,117.18,1,3,3,7,Potential Loyalists
CUST061269,668,1,184.58,1,3,4,8,Potential Loyalists
CUST061271,3,2,313.14,5,4,5,14,Champions
CUST061272,244,3,275.36,3,5,5,13,Champions
CUST061273,7,2,63.46,5,4,1,10,Loyal Customers
CUST061276,565,1,42.11,1,3,1,5,At Risk
CUST061277,240,3,329.45000000000005,3,5,5,13,Champions
CUST061281,64,6,674.19,5,5,5,15,Champions
CUST061282,433,2,107.74000000000001,2,4,2,8,Potential Loyalists
CUST061284,136,2,159.42000000000002,4,4,3,11,Loyal Customers
CUST061285,397,1,50.97,2,3,1,6,At Risk
CUST061286,292,3,177.81,3,5,4,12,Loyal Customers
CUST061289,587,1,50.32,1,3,1,5,At Risk
CUST061290,395,1,48.59,2,3,1,6,At Risk
CUST061291,480,1,168.77,1,3,3,7,Potential Loyalists
CUST061292,106,4,331.99,4,5,5,14,Champions
CUST061293,206,3,335.06,3,5,5,13,Champions
CUST061294,42,1,343.15000000000003,5,3,5,13,Champions
CUST061295,195,2,130.77,3,4,3,10,Loyal Customers
CUST061296,5,3,185.81,5,5,4,14,Champions
CUST061298,145,1,27.79,4,3,1,8,Potential Loyalists
CUST061300,534,1,24.25,1,3,1,5,At Risk
CUST061302,301,1,98.49000000000001,3,3,2,8,Potential Loyalists
CUST061303,149,2,219.23999999999998,4,4,4,12,Loyal Customers
CUST061304,664,1,147.7,1,3,3,7,Potential Loyalists
CUST061305,231,5,529.46,3,5,5,13,Champions
CUST061306,159,1,97.08,4,3,2,9,Potential Loyalists
CUST061307,32,3,223.32,5,5,4,14,Champions
CUST061308,105,2,113.3,4,4,3,11,Loyal Customers
CUST061309,219,2,83.93,3,4,2,9,Potential Loyalists
CUST061311,511,1,105.09,1,3,2,6,At Risk
CUST061312,29,2,90.56,5,4,2,11,Loyal Customers
CUST061313,655,1,104.83000000000001,1,3,2,6,At Risk
CUST061314,554,1,103.13,1,3,2,6,At Risk
CUST061315,68,1,147.3,5,3,3,11,Loyal Customers
CUST061316,260,2,170.74,3,4,4,11,Loyal Customers
CUST061317,186,2,215.23999999999998,3,4,4,11,Loyal Customers
CUST061318,257,1,173.71,3,3,4,10,Loyal Customers
CUST061319,284,1,94.16000000000001,3,3,2,8,Potential Loyalists
CUST061320,80,2,182.48000000000002,5,4,4,13,Champions
CUST061321,325,2,83.62,2,4,2,8,Potential Loyalists
CUST061322,207,1,163.94,3,3,3,9,Potential Loyalists
CUST061323,222,2,304.07,3,4,5,12,Loyal Customers
CUST061324,192,4,218.14000000000001,3,5,4,12,Loyal Customers
CUST061326,344,1,50.519999999999996,2,3,1,6,At Risk
CUST061327,225,1,64.83,3,3,1,7,Potential Loyalists
CUST061329,109,3,214.78,4,5,4,13,Champions
CUST061330,70,3,465.32,5,5,5,15,Champions
CUST061331,353,2,127.03,2,4,3,9,Potential Loyalists
CUST061332,97,4,239.51999999999998,4,5,4,13,Champions
CUST061333,148,2,105.08000000000001,4,4,2,10,Loyal Customers
CUST061334,334,1,170.79,2,3,4,9,Potential Loyalists
CUST061335,534,1,82.88,1,3,2,6,At Risk
CUST061336,154,4,500.15999999999997,4,5,5,14,Champions
CUST061337,163,1,170.64,4,3,4,11,Loyal Customers
CUST061338,335,3,369.97,2,5,5,12,Loyal Customers
CUST061339,616,1,34.64,1,3,1,5,At Risk
CUST061340,610,1,38.739999999999995,1,3,1,5,At Risk
CUST061341,33,2,264.8,5,4,5,14,Champions
CUST061344,630,1,72.56,1,3,2,6,At Risk
CUST061347,256,1,64.71000000000001,3,3,1,7,Potential Loyalists
CUST061348,268,1,224.69,3,3,4,10,Loyal Customers
CUST061349,342,2,139.34,2,4,3,9,Potential Loyalists
CUST061350,40,4,357.12,5,5,5,15,Champions
CUST061351,591,1,56.89,1,3,1,5,At Risk
CUST061353,403,2,183.14,2,4,4,10,Loyal Customers
CUST061354,569,1,126.6,1,3,3,7,Potential Loyalists
CUST061355,108,1,48.37,4,3,1,8,Potential Loyalists
CUST061356,107,4,535.29,4,5,5,14,Champions
CUST061357,219,3,288.72999999999996,3,5,5,13,Champions
CUST061358,646,1,123.52,1,3,3,7,Potential Loyalists
CUST061360,215,2,290.39,3,4,5,12,Loyal Customers
CUST061361,132,1,73.53,4,3,2,9,Potential Loyalists
CUST061362,91,3,229.68,4,5,4,13,Champions
CUST061365,645,1,99.03,1,3,2,6,At Risk
CUST061367,689,1,66.49000000000001,1,3,1,5,At Risk
CUST061368,216,1,72.45,3,3,2,8,Potential Loyalists
CUST061373,279,2,220.53,3,4,4,11,Loyal Customers
CUST061374,250,1,129.0,3,3,3,9,Potential Loyalists
CUST061375,475,1,89.91,1,3,2,6,At Risk
CUST061376,70,1,40.730000000000004,5,3,1,9,Potential Loyalists
CUST061377,155,2,129.85000000000002,4,4,3,11,Loyal Customers
CUST061378,483,1,172.60999999999999,1,3,4,8,Potential Loyalists
CUST061379,16,2,158.2,5,4,3,12,Loyal Customers
CUST061380,90,2,113.25,4,4,3,11,Loyal Customers
CUST061381,137,2,206.35,4,4,4,12,Loyal Customers
CUST061382,114,5,301.93,4,5,5,14,Champions
CUST061383,79,1,201.29999999999998,5,3,4,12,Loyal Customers
CUST061384,325,2,189.24,2,4,4,10,Loyal Customers
CUST061385,48,2,353.90999999999997,5,4,5,14,Champions
CUST061386,669,1,102.53,1,3,2,6,At Risk
CUST061387,534,1,56.050000000000004,1,3,1,5,At Risk
CUST061388,572,2,147.15,1,4,3,8,Potential Loyalists
CUST061389,697,1,69.85,1,3,2,6,At Risk
CUST061393,14,2,142.34,5,4,3,12,Loyal Customers
CUST061394,377,2,76.97,2,4,2,8,Potential Loyalists
CUST061395,70,3,474.21,5,5,5,15,Champions
CUST061396,568,2,72.06,1,4,2,7,Potential Loyalists
CUST061397,158,5,368.34000000000003,4,5,5,14,Champions
CUST061398,224,2,160.14000000000001,3,4,3,10,Loyal Customers
CUST061399,8,1,152.2,5,3,3,11,Loyal Customers
CUST061400,216,1,141.94,3,3,3,9,Potential Loyalists
CUST061401,548,2,222.83,1,4,4,9,Potential Loyalists
CUST061402,503,2,164.03,1,4,3,8,Potential Loyalists
CUST061403,172,1,186.06,4,3,4,11,Loyal Customers
CUST061404,208,1,94.52,3,3,2,8,Potential Loyalists
CUST061405,195,4,160.87,3,5,3,11,Loyal Customers
CUST061407,234,3,224.87,3,5,4,12,Loyal Customers
CUST061409,360,1,61.589999999999996,2,3,1,6,At Risk
CUST061410,597,1,33.660000000000004,1,3,1,5,At Risk
CUST061411,160,2,128.94,4,4,3,11,Loyal Customers
CUST061413,672,2,127.7,1,4,3,8,Potential Loyalists
CUST061415,463,2,98.88,2,4,2,8,Potential Loyalists
CUST061416,1,2,176.25,5,4,4,13,Champions
CUST061417,359,2,146.6,2,4,3,9,Potential Loyalists
CUST061418,261,1,122.82000000000001,3,3,3,9,Potential Loyalists
CUST061420,267,1,80.38,3,3,2,8,Potential Loyalists
CUST061421,190,1,52.739999999999995,3,3,1,7,Potential Loyalists
CUST061422,367,2,290.67,2,4,5,11,Loyal Customers
CUST061424,59,3,183.87,5,5,4,14,Champions
CUST061425,46,1,46.41,5,3,1,9,Potential Loyalists
CUST061426,510,1,104.58,1,3,2,6,At Risk
CUST061429,134,1,223.68,4,3,4,11,Loyal Customers
CUST061430,88,3,208.12,4,5,4,13,Champions
CUST061431,385,2,269.05,2,4,5,11,Loyal Customers
CUST061434,42,2,148.07,5,4,3,12,Loyal Customers
CUST061436,14,2,310.0,5,4,5,14,Champions
CUST061437,73,3,274.14,5,5,5,15,Champions
CUST061438,382,1,232.4,2,3,4,9,Potential Loyalists
CUST061439,27,9,768.87,5,5,5,15,Champions
CUST061440,225,2,337.4,3,4,5,12,Loyal Customers
CUST061441,285,2,258.06,3,4,4,11,Loyal Customers
CUST061442,411,1,102.61,2,3,2,7,Potential Loyalists
CUST061443,53,2,106.9,5,4,2,11,Loyal Customers
CUST061444,534,1,139.43,1,3,3,7,Potential Loyalists
CUST061446,523,2,100.01,1,4,2,7,Potential Loyalists
CUST061448,169,2,163.82,4,4,3,11,Loyal Customers
CUST061449,379,1,35.35,2,3,1,6,At Risk
